,mal_id,titles,Tag
43,6468,Tensai Bakabon,"['6.8100000000000005', 'Comedy', 'SliceofLife', 'GagHumor', 'tensai', 'bakabon', 'is', 'the', 'tale', 'of', 'a', 'child', 'prodigy', 'and', 'his', '""philosophical""', 'father.', 'bakabon‘s', 'father', 'has', 'his', 'own', 'philosophy', 'and', 'he', 'leaves', 'no', 'stone', 'unturned', 'in', 'his', 'quest', 'for', 'answers.', 'despite', 'his', 'ability', 'to', 'trouble', 'trouble,', 'for', 'some', 'reason,', 'papa', 'bakabon', 'is', 'regarded', 'as', '""the', 'great', 'philosopher,""', 'and', 'is', 'sought', 'after', 'for', 'advice,', 'which', 'of', 'course', 'ends', 'up', 'in', 'disastrous', 'results.', 'tensai', 'bakabon', 'joins', 'his', 'father', 'in', 'his', 'philosophical', 'quests', 'which', 'drives', 'the', 'people', 'in', 'their', 'town', 'crazy.', '(source:', 'animation', 'xpress)']"
44,6311,Sarutobi Ecchan,"['6.78', 'Comedy', 'School', 'a', 'strange', 'girl', 'transfers', 'to', 'mitsuba', 'elementary', 'school.', 'at', 'first', 'glance,', 'she', 'is', 'a', 'normal', 'student.', 'however,', 'she', 'is', 'a', 'great', 'athlete,', 'and', 'can', 'talk', 'to', 'animals.', 'according', 'to', 'her,', 'she', 'is', 'the', '33rd', 'descendant', 'of', 'the', 'great', 'ninja,', 'sarutobi', 'sasuke.', 'furthermore,', 'her', 'dog,', 'puku,', 'can', 'talk.', 'because', 'she', 'doesn’t', 'live', 'in', 'any', 'house,', 'she', 'spends', 'the', 'night', 'at', 'miko-chan’s', 'room.', 'she', 'is', 'turned', 'out', 'of', 'the', 'room', 'once.', 'however,', 'because', 'they', 'thank', 'her', 'for', 'putting', 'out', 'the', 'fire,', 'they', 'let', 'her', 'stay', 'at', 'their', 'house.', 'after', 'that,', 'she', 'makes', 'a', 'name', 'at', 'school.', '(source:', 'animenfo)']"
45,3844,Apache Yakyuugun,"['6.27', 'Sports', 'School', 'TeamSports', 'a', 'former', 'baseball', 'star', 'who', 'suffered', 'a', 'career', 'crippling', 'injury', 'takes', 'over', 'as', 'coach', 'of', 'a', 'team', 'of', 'misfits', 'in', 'a', 'poor', 'village', 'high', 'school.', '(source:', 'anidb)']"
46,11693,Match Uri no Shoujo,"['5.77', 'Drama', 'a', 'little', 'girl', 'tries', 'to', 'sell', 'matches', 'on', 'a', 'cold', 'december', 'night', 'with', 'no', 'luck.', 'to', 'keep', 'from', 'freezing', 'she', 'lights', 'one', 'match', 'and', 'sees', 'a', 'wondrous', 'vision...', 'this', 'theatrical', 'release', 'was', 'based', 'on', 'a', 'hans', 'christian', ""andersen's"", 'story.']"
47,10241,Sekai Monoshiri Ryoko,"['5.7', 'Comedy', 'an', 'educational', 'documentary', 'series', 'that', 'depicts', 'a', 'variety', 'of', 'real', 'life', 'places', 'around', 'the', 'world', 'in', 'short', '5', 'minute', 'segments.', 'the', 'series', 'aired', 'monday', 'through', 'saturday.', '(source:', 'anidb)']"
48,7980,Shin Obake no Q-tarou,"['6.3', 'Comedy', 'SliceofLife', 'Supernatural', 'School', 'new', 'misadventures', 'of', 'the', 'dimwitted', 'ghost', 'q-tarou.', '(source:', 'anidb)']"
49,15021,Yuki no Taiyou Pilot,"['5.43', 'Drama', 'this', 'pilot', 'is', 'remembered,', 'really,', 'for', 'one', 'notable', 'reason:', 'this', 'is', ""miyazaki's"", 'first', 'time', 'as', 'a', 'solo', 'director.', 'he', 'teamed', 'up', 'with', 'takahata', 'for', 'the', 'later', 'episodes', 'of', 'the', '1971-72', 'lupin', 'iii', 'series,', 'but', ""yuki's"", 'sun', 'marked', 'his', 'first', 'time', 'solely', 'in', 'the', ""captain's"", 'seat.', ""yuki's"", 'sun', 'was', 'based', 'upon', 'a', 'popular', 'shoujo', 'manga', ""(girls'"", 'comic)', 'by', 'tetsuya', 'chiba', 'which', 'was', 'serialized', 'in', '1963.', 'it', 'involves', 'a', '10-year-old', 'orphan', 'girl', 'who', 'is', 'adopted', 'into', 'a', 'family.', 'the', 'storyline', 'is', 'somewhat', 'complex,', 'and', 'seems', 'to', 'play', 'out', 'like', 'grand', 'melodrama.', ""chiba's"", 'stories', 'were', 'more', 'sophisticated', 'and', 'grown-up', 'than,', 'say,', 'osamu', 'tezuka,', 'who', 'of', 'course', 'was', 'the', 'godfather', 'of', 'postwar', 'japanese', 'manga.', '(source:', 'theghibliblog)']"
50,7025,Kiseichuu no Ichiya,"['5.07', 'AvantGarde', 'Horror', 'short', 'experimental', 'animation', 'from', '1972', 'by', 'yoji', 'kuri.']"
51,8235,Muumin (1972),"['6.61', 'Adventure', 'Fantasy', 'SliceofLife', 'a', 'remake', 'of', 'the', '1969-70', 'moomin', 'series.', 'this', 'version', 'is', 'more', 'closely', 'based', 'on', 'the', 'books', 'by', 'the', 'finnish', 'illustrator', 'and', 'writer', 'tove', 'jansson.']"
52,2574,Kashi no Ki Mokku,"['6.75', 'Adventure', 'Fantasy', 'this', 'version', 'of', 'pinocchio', 'tells', 'a', 'story', 'of', 'an', 'extremely', 'gullible,', 'naive', 'and', 'morally', 'confused', 'wooden', 'doll', 'brought', 'to', 'life', 'by', 'a', 'mystical', 'blue', 'fairy.', 'pinocchio', '(mokku)', 'is', 'characterized', 'as', 'having', 'many', 'character', 'faults', 'which', 'he', 'must', 'learn', 'to', 'overcome', 'in', 'order', 'to', 'be', 'worthy', 'of', 'being', 'granted', 'humanity.', 'some', 'of', 'these', 'character', 'faults', 'include', 'selfishness,', 'rudeness,', 'insensitivity,', 'indolence,', 'obstinacy,', 'over-', 'trusting,', 'self-pity,', 'stupidity,', 'disobedience,', 'compulsive', 'lying,', 'arrogance,', 'greed,', 'cowardice,', 'recklessness,', 'cruelty,', 'foolishness', 'and', 'an', 'inability', 'to', 'learn', 'from', 'mistakes.', 'throughout', 'the', 'entire', 'series', 'pinocchio', '(mokku),', 'partly', 'due', 'to', 'his', 'own', 'delinquency', 'and', 'repetitive', 'disobedience,', 'must', 'undergo', 'other', 'costly', 'ordeals', 'of', 'hardship', 'and', 'pain', 'in', 'which', 'he', 'is', 'continuously', 'tormented,', 'persecuted,', 'bullied,', 'humiliated,', 'tricked,', 'ridiculed,', 'ostracised,', 'beaten,', 'downtrodden', 'and', 'subjected', 'to', 'degrading', 'and', 'inhumane', 'treatment.', 'its', 'plain', 'depiction', 'of', 'the', 'austere', 'reality', 'of', 'what', 'it', 'would', 'be', 'like', 'to', 'be', 'literally', 'subhuman', 'growing', 'up', 'in', 'a', 'world', 'of', 'danger', 'and', 'hardship,', 'makes', 'this', 'another', 'good', 'example', 'of', 'traditional', 'japanese', 'stories,', 'which', 'teach', 'moral', 'observance', 'through', 'tough', 'endurance.', '(source:', 'wikipedia)']"
53,7171,Oni,"['6.06', 'AwardWinning', 'Supernatural', 'Historical', 'Mythology', 'one', 'morning,', 'two', 'brothers', 'living', 'in', 'a', 'hut', 'with', 'their', 'mother', 'set', 'out', 'for', 'the', 'mountains', 'to', 'set', 'traps', 'for', 'deer.', 'they', 'move', 'silently', 'through', 'the', 'forest', 'undergrowth', 'until', 'suddenly', 'a', ""demon's"", 'arm', 'reaches', 'out', 'from', 'the', 'treetops', 'and', 'grabs', 'the', 'younger', 'brother.', 'the', 'older', 'brother', 'aims', 'carefully,', 'calms', 'the', 'shaking', 'of', 'his', 'hands', 'and', 'lets', 'an', 'arrow', 'fly,', 'thus', 'saving', 'his', ""brother's"", 'life.', 'the', ""demon's"", 'arm', 'is', 'left', 'behind', 'and', 'somehow', 'it', 'looks', 'familiar.', 'after', 'returning', 'home', 'a', 'horrible', 'truth', 'is', 'revealed....', 'drawing', 'on', 'an', 'early', 'medieval', 'japanese', 'legend,', 'the', 'film', 'is', 'reminiscent', 'of', 'the', 'horror', 'psychodrama', 'kwaidan.', 'the', 'demon', '(1972)', 'took', 'awards', 'at', 'many', 'animation', 'festivals.', '(source:', 'kviff.com)']"
54,5006,Nagagutsu Sanjuushi,"['6.08', 'Adventure', 'Fantasy', 'Anthropomorphic', 'once', 'upon', 'a', 'time,', 'near', 'the', 'ruins', 'of', 'an', 'old', 'castle,', 'there', 'lived', 'the', 'king', 'of', 'cats.', 'he', 'was', 'famous', 'for', 'his', 'violent', 'temper', 'and', 'now', 'he', 'is', 'lashing', 'out', 'at', 'his', 'three', 'gunmen,', 'who', 'had', 'been', 'ordered', 'to', 'bring', 'back', 'pero,', 'but', 'had', 'returned', 'empty-handed.', 'pero,', 'a', 'former', 'subject', 'of', 'the', 'angry', 'king,', 'had', 'lived', 'in', 'cat', 'country', 'once', 'but', 'he', 'had', 'dared', 'to', 'save', 'a', 'mouse', 'from', 'death.', 'now,', 'as', 'everyone', 'knows,', 'the', 'mouse', 'is', 'the', 'mortal', 'enemy', 'of', 'all', 'cats,', 'so', 'the', 'king', 'orders', 'his', 'three', 'gunmen', 'to', 'go', 'to', 'the', 'ends', 'of', 'the', 'earth,', 'if', 'necessary,', 'to', 'find', 'pero.', 'pero', 'is', 'a', 'happy-go-lucky', 'sort', 'of', 'feline', 'and', 'very', 'hip', 'for', 'a', 'cat.', 'fleeing', 'from', 'the', 'wrath', 'of', 'the', 'king,', 'he', 'decides', 'to', 'seek', 'his', 'fortune', 'in', 'the', 'wild', 'and', 'wooly', 'west.', 'on', 'the', 'way,', 'he', 'encounters', 'the', 'king’s', 'gunmen', 'hot', 'on', 'his', 'trail', 'but', 'he', 'foils', 'them', 'and', 'blithely', 'goes', 'on', 'his', 'way.', 'on', 'the', 'stagecoach', 'to', 'go', 'go', 'town,', 'he', 'meets', 'annie,', 'a', 'pretty', 'girl', 'who', 'is', 'returning', 'after', 'finishing', 'her', 'education', 'in', 'the', 'east,', 'and', 'jimmy,', 'a', 'boy', 'with', 'sleepy', 'eyes', 'and', 'slow', 'movements.', 'they', 'are', 'attacked', 'suddenly', 'by', 'holdups', 'who', 'are', 'after', 'the', 'new', 'sheriff', 'but', 'since', 'he', 'does', 'not', 'seem', 'to', 'be', 'on', 'the', 'coach,', 'they', 'ride', 'off.', 'sad', 'news', 'awaits', 'annie', 'in', 'town.', 'her', 'father', 'had', 'been', 'killed', 'by', 'the', 'big', 'bad', 'boss', 'for', 'finding', 'out', 'about', 'the', 'bogus', 'money', 'he', 'was', 'making', 'to', 'get', 'rich', 'fast.', 'the', 'big', 'bad', 'boss', 'also', 'kills', 'each', 'new', 'sheriff', 'who', 'arrives', 'to', 'keep', 'law', 'and', 'order', 'in', 'town.', 'he', 'is', 'determined', 'to', 'keep', 'the', 'whole', 'place', 'under', 'his', 'thumb.', 'the', 'big', 'bad', 'boss', 'tries', 'to', 'scare', 'annie', 'into', 'leaving', 'town', 'but', 'she', 'is', 'her', 'father’s', 'daughter', 'and', 'cannot', 'be', 'frightened', 'away', 'by', 'threats.', 'with', 'the', 'help', 'of', 'pero', 'and', 'jimmy,', 'she', 'opens', 'a', 'restaurant', 'in', 'the', 'building', 'her', 'father', 'owned.', 'once', 'again,', 'pero', 'happens', 'to', 'save', 'a', 'little', 'indian', 'mouse', 'caught', 'in', 'a', 'trap.', 'the', 'little', 'mouse’s', 'father,', 'the', 'chieftain', 'of', 'the', 'indian', 'mice,', 'promises', 'to', 'help', 'pero', 'and', 'annie.', 'the', 'sleepy-eyed', 'jimmy', 'is', 'really', 'the', 'new', 'sheriff.', 'they', 'all', 'join', 'forces', 'and', 'expose', 'the', 'big', 'boss’', 'villainy', 'and', 'his', 'secret', 'bogus', 'money', 'factory.', 'the', 'big', 'bad', 'boss', 'gets', 'his', 'comeuppance', 'and', 'all', 'ends', 'well.', '(source:', 'toei', 'animation)']"
55,4332,Seigi wo Aisuru Mono Gekkou Kamen,"['6.92', 'Action', 'Mystery', 'moonlight', ""mask's"", 'identity', 'has', 'always', 'been', 'a', 'mystery', '(which', 'is', 'why', 'the', 'moonlight', 'mask', 'persona', 'is', 'credited', 'as', 'being', 'played', 'by', '""?""', 'in', 'the', 'original', 'series).', 'decked', 'out', 'in', 'white', 'tights,', 'white', '&amp;', 'red', 'cape,', 'white', 'scarf,', 'yellow', 'gloves', '&amp;', 'boots,', 'dark', 'glasses,', 'face', 'cloth', 'and', 'indian-style', 'turban', '(pinned', 'with', 'a', '""moon""', 'ornament),', 'moonlight', 'mask', 'is', 'armed', 'with', 'a', 'whip,', 'two', 'six-shooters,', 'shuriken', 'and', 'moon-shaped', 'boomerangs.', 'he', 'also', 'rides', 'a', 'motorcycle.', 'however,', 'only', 'audiences', 'know', 'that', 'moonlight', 'mask', 'could', 'very', 'well', 'be', 'detective', 'juurou', 'iwai', 'who', 'seems', 'to', 'disappear', 'from', 'his', 'friends', 'before', 'the', 'caped', 'crusader', 'rides', 'to', 'the', 'rescue', 'in', 'his', 'motorcycle!', 'even', 'his', 'comical', 'assistant', 'gorohachi', 'fukuro,', 'his', 'friend', 'inspector', 'matsuda,', 'and', 'children', 'shigeru,', 'kaboko', 'and', 'fujiko', 'are', 'oblivious', 'to', ""iwai's"", 'secret', 'identity.', '(source:', 'wikipedia)']"
56,22255,Kanojo no Dokushinsha-tachi ni Yotte Hadaka ni Sareta Seifuku no Shojo Kenkyuu,"['3.68', 'AvantGarde', 'Music', 'an', 'erotic', 'animation', 'made', 'for', 'the', 'late-night', 'television', 'program', '11pm', 'with', 'a', 'reference', 'to', 'marcel', 'duchamp’s', 'work', 'of', 'the', 'same', 'title.', '(source:', 'collaborative', 'cataloging', 'japan)']"
57,30328,Head Spoon,"['4.51', 'AvantGarde', 'furukawa', 'taku', 'film.']"
58,30673,Made in Japan,"['5.48', 'Comedy', 'film', 'by', 'kinoshita', 'renzo.']"
59,7713,Nihon Mukashibanashi: Saru Kani,"['5.26', 'Fantasy', 'an', 'adaptation', 'of', 'an', 'old', 'japanese', 'folk', 'tale', 'also', 'titled', '""saru', 'kani', 'gassen.""', 'the', 'story', 'involves', 'the', 'two', 'main', 'characters:', 'a', 'crab', 'and', 'a', 'monkey.', 'through', 'the', 'chance', 'of', 'luck,', 'the', 'crab', 'finds', 'a', 'rice', 'ball', 'simultaneously', 'as', 'the', 'monkey', 'finds', 'an', 'apricot', 'seed.', 'the', 'monkey', 'does', 'not', 'want', 'the', 'apricot', 'seed', 'so', 'he', 'negotiates', 'a', 'trade', 'with', 'the', 'crab', 'for', 'his', 'rice', 'ball.', 'the', 'monkey', 'eats', 'the', 'rice', 'ball', 'immediately', 'where', 'as', 'the', 'crab', 'plants', 'the', 'apricot', 'seed', 'and', 'cares', 'for', 'it', 'until', 'it', 'becomes', 'a', 'tall', 'tree', 'with', 'plenty', 'of', 'apricot', 'fruits.', 'at', 'this', 'point,', 'the', 'crab', 'cannot', 'climb', 'the', 'tree', 'to', 'get', 'the', 'apricots,', 'so', 'he', 'needs', 'the', 'monkey', 'to', 'get', 'him', 'the', 'apricots.', 'this', 'is', 'where', 'the', 'story', 'takes', 'a', 'turn', 'for', 'the', 'worse.']"
60,29833,Mochimochi no Ki,"['5.46', 'an', 'adaptation', 'of', 'a', 'popular', ""children's"", 'story', 'by', 'okamoto', 'tadanari', 'using', 'a', 'traditional', 'storytelling', 'style', 'of', 'narration.']"
61,29814,Ikiteirutte Subarashii!,"['5.7', 'a', 'toei', 'film', 'directed', 'by', 'yabuki', 'kimio.']"
62,2718,Umi no Triton,"['6.78', 'Adventure', 'Fantasy', '5000', 'years', 'ago,', 'the', 'triton', 'family', 'was', 'living', 'peacefully', 'in', 'atlantis', 'until', 'the', 'poseidon', 'family', 'destroyed', 'them', 'all.', 'triton,', 'of', 'the', 'triton', 'family', 'line,', 'embarks', 'on', 'an', 'adventurous', 'life', 'in', 'the', 'sea', 'fighting', 'the', 'poseidon', 'family.', '(source:', 'animenfo)']"
63,3845,Mahoutsukai Chappy,"['6.73', 'Adventure', 'MahouShoujo', ""chappy's"", 'story', 'is', 'much', 'like', 'mahou', 'tsukai', 'sally', '(little', 'witch', 'sally).', 'chappy', 'becoming', 'sick', 'of', 'the', 'old', 'customs', 'of', 'her', 'people,', 'left', 'the', 'land', 'of', 'magic', 'for', 'the', 'human', 'world.', 'soon', 'her', 'family', 'sees', 'how', 'much', 'she', 'has', 'in', 'the', 'other', 'realm', 'that', 'they', 'decided', 'to', 'join', 'her', 'new', 'home.', 'chappy', 'is', 'known', 'for', 'being', 'the', 'first', 'witch', 'to', 'use', 'a', 'wand.', 'her', 'special', 'chant', 'is', '""abura', 'mahariku', 'maharita', 'kabura.', 'mahou', 'tsukai', 'chappy', 'is', 'the', 'fifth', 'magical', 'girl', 'anime', 'in', 'history.', '(source:', 'wikipedia)']"
64,11275,Akadou Suzunosuke,"['6.62', 'Adventure', 'Historical', 'a', 'young', 'swordsman', 'finds', 'himself', 'involved', 'in', 'a', 'plot', 'to', 'overthrow', 'the', 'shogunate.', '(source:', 'anidb)']"
65,2252,Devilman,"['6.54', 'Action', 'Horror', 'Supernatural', 'Mythology', 'devilman', 'features', 'akira', 'fudo,', 'a', 'shy', 'and', 'timid', 'teenager', 'who', 'has', 'gone', 'mountain', 'climbing', 'in', 'the', 'himalayas', 'with', 'his', 'father.', 'while', 'in', 'the', 'middle', 'of', 'the', 'expedition,', 'both', 'father', 'and', 'son', 'are', 'killed', 'in', 'a', 'tragic', 'accident.', ""akira's"", 'body', 'is', 'found', 'and', 'possessed', 'by', 'the', 'demon', 'soldier', 'devilman,', 'who', 'uses', 'his', 'new', 'human', 'form', 'as', 'a', 'disguise', 'in', 'order', 'to', 'fulfill', 'his', 'mission', 'of', 'causing', 'chaos', 'on', 'earth', 'in', 'order', 'to', 'pave', 'the', 'way', 'for', 'a', 'demonic', 'invasion', 'of', 'the', 'planet.', 'before', 'his', 'mission', 'can', 'begin', 'in', 'earnest,', 'devilman', 'meets', ""akira's"", 'childhood', 'friend', 'miki', 'makimura', 'and', 'quickly', 'falls', 'in', 'love', 'with', 'her.', 'devilman', 'resolves', 'to', 'protect', 'miki', 'and', 'humanity', 'as', 'a', 'whole', 'by', 'battling', 'against', 'his', 'fellow', 'demons.', 'demon', 'tribe', 'leader', 'zennon', 'becomes', 'greatly', 'angered', 'at', ""devilman's"", 'betrayal', 'and', 'is', 'quick', 'to', 'send', ""devilman's"", 'former', 'comrades', 'to', 'destroy', 'him.', 'the', 'other', 'demons', 'soon', 'learn', 'that', 'miki', 'is', 'precious', 'to', 'devilman', 'and', 'he', 'must', 'now', 'work', 'to', 'protect', 'her,', 'as', 'well', 'as', 'protect', 'himself.', 'will', 'the', 'power', 'of', 'love', 'be', 'able', 'to', 'overcome', 'that', 'of', 'true', 'evil?']"
66,11269,Maken Liner 0011 Henshin Seyo!,"['5.33', 'Action', 'Sci-Fi', 'Mecha', 'a', 'medium', 'long', 'anime', 'movie', '(50', 'minutes)', 'released', 'as', 'one', 'of', 'the', 'programs', 'of', ""'toei"", 'manga', ""festival',"", 'and', 'screened', 'with', 'a', 'live-action', 'film', '""kamen', 'rider', 'vs.', 'ambassador', 'hell""', 'and', 'others.', 'a', 'near-future', 'sci-fi', 'mecha', 'action', 'film', 'featuring', 'four', 'cyborg', 'dogs.', 'an', 'original', 'story', 'based', 'on', 'the', 'concept', 'from', 'hiroshi', ""sasagawa's"", 'manga', '""maken', 'goro""', '(serialized', 'in', 'the', 'magazine', '""weekly', 'shonen', 'king""', 'in', '1963).', 'a', 'boy', 'named', 'tsutomu', 'and', 'four', 'cyborg', 'dogs', '(queen,', 'ace,', 'jack', 'and', 'joker', 'who', 'coalesce', 'and', 'transform', 'into', 'the', 'spaceship', '""liner"")', 'fight', 'against', 'aggression', 'by', 'insect-type', 'aliens', 'from', 'the', 'planet', 'devil.', 'directed', 'by', 'takeshi', 'tamiya.', 'music', 'by', 'takeo', 'yamashita.', '(source:', 'asiandvdclub)']"
67,2611,Panda Kopanda,"['6.74', 'Comedy', 'Anthropomorphic', 'panda', 'kopanda', '(panda!', 'go', 'panda!)', 'is', 'a', '30', 'minute', 'movie', 'made', 'in', '1972.', 'miyazaki', 'created', 'the', 'original', 'idea,', 'the', 'script,', 'the', 'layouts,', 'and', 'did', 'key', 'animation,', 'and', 'takahata', 'directed', 'the', 'film.', 'the', 'story', 'is', 'about', 'a', 'little', 'girl,', 'mimiko,', 'who', 'was', 'left', 'alone', 'while', 'her', 'grandma', 'was', 'away.', 'a', '1973', 'sequel,', 'panda', 'kopanda:', 'amefuri', 'saakasu', 'no', 'maki', '(panda!', 'go', 'panda!', '&amp;', 'the', 'rainy-day', 'circus),', 'continues', 'the', 'story', 'and', 'was', 'made', 'by', 'the', 'same', 'people', 'who', 'made', 'the', 'first', 'movie.', 'the', 'literal', 'translation', 'of', 'the', 'title', 'panda', 'kopanda', 'is', '""panda,', 'baby', 'panda"",', 'but', 'it`s', 'been', 'released', 'in', 'north', 'america', 'as', 'panda', 'go', 'panda.', '(source:', 'anidb)']"
68,2389,Kagaku Ninja-tai Gatchaman,"['6.99', 'Action', 'Adventure', 'Sci-Fi', 'due', 'to', 'dangers', 'of', 'decreasing', 'resources', 'and', 'growing', 'pollution,', 'the', 'international', 'scientific', 'organization', '(iso)', 'is', 'established', 'to', 'improve', 'environmental', 'conditions', 'throughout', 'the', 'world.', 'but', 'an', 'international', 'criminal', 'group,', 'gallactor,', 'tries', 'to', 'achieve', 'world', 'domination', 'by', 'taking', 'control', 'of', 'the', 'iso.', 'gallactor', 'was', 'created', 'by', 'a', 'mysterious', 'being', 'from', 'outer', 'space', 'known', 'as', 'generalissimo', 'x,', 'who', 'gives', 'orders', 'through', 'its', 'chief', 'commander', 'on', 'earth,', 'the', 'masked', 'berg', 'katse.', 'to', 'fight', 'gallactor', 'and', 'its', 'robot', 'monsters,', 'the', ""iso's"", 'dr.', 'nambu', 'enlists', 'five', 'brave', 'youths', 'into', 'a', 'combat', 'squad', 'called', 'gatchaman,the', 'science', 'commandos.', 'special', 'scientific', 'powers', 'and', 'dramatic', 'birdlike', 'costumes', 'make', 'the', 'gatchaman', 'squad', 'a', 'match', 'for', 'gallactor,', 'wherever', 'on', 'earth', 'it', 'may', 'strike.', 'ken', '(the', 'eagle)', 'is', 'the', 'wise', 'leader,', 'assisted', 'by', 'sometimes-foolhardy', 'joe', '(the', 'condor),', 'pretty', 'jun', '(the', 'swan),', 'eager', 'little', 'jinpei', '(the', 'swallow),', 'and', 'strong', 'ryu', '(the', 'horned', 'owl).', 'each', 'has', 'individual', 'scientific', 'weapons,', 'but', 'their', 'main', 'power', 'lies', 'in', 'their', 'aircraft,', 'the', 'phoenix,', 'which', 'can', 'transform', 'itself', 'into', 'a', 'fiery', 'arrow', 'capable', 'of', 'piercing', 'the', 'most', 'massive', 'threats.', 'gatchaman', 'is', 'a', 'series', 'of', 'dynamic', 'action', 'and', 'tension', 'as', 'ken,', 'joe,', 'jun,', 'jinpei,', 'and', 'ryu', 'hold', 'themselves', 'in', 'constant', 'readiness', 'to', 'meet', 'each', 'new', 'threat', 'by', 'gallactor', 'to', 'conquer', 'the', 'world.', '(source:', 'official', 'site)', 'about', 'battle', 'of', 'the', 'planets', '(u.s.)']"
